Campaign_ID,Platform,Objective,CTR_est,CPC_est,Historical_CPC,Historical_ConvRate,Historical_Budget,Best_Source_Score,Leads_Forward,Leads_Rejected,Qualification_Rate,Active_Leads,Suggested_Budget
611,Google,Awareness,0.048,1.68,2.94,0.041,159,0.5,19,8,0.84,30,118
612,Google,Conversions,0.039,2.76,0.88,0.026,57,0.72,10,7,0.74,33,71
613,TikTok,Conversions,0.038,2.5,1.2,0.021,462,0.74,15,1,0.76,9,212
614,Google,Conversions,0.036,1.38,1.55,0.1,168,0.58,4,4,0.89,5,91
615,Facebook,Awareness,0.014,2.0,1.9,0.107,189,0.68,16,6,0.85,33,128
616,TikTok,Conversions,0.014,2.75,2.2,0.023,144,0.9,4,9,0.24,5,75
617,Facebook,Traffic,0.012,2.87,2.25,0.066,267,0.91,7,5,0.39,38,127
618,TikTok,Conversions,0.016,0.51,2.01,0.08,216,0.53,18,0,0.62,8,138
619,TikTok,Traffic,0.023,2.67,2.99,0.067,240,0.67,8,8,0.23,29,108
620,Google,Awareness,0.035,2.7,2.64,0.049,244,0.83,19,8,0.55,39,148
621,Google,Awareness,0.018,2.73,1.49,0.023,51,0.75,2,5,0.66,41,51
622,TikTok,Awareness,0.011,0.59,1.53,0.037,282,0.56,6,7,0.87,22,126
623,Facebook,Conversions,0.046,1.68,1.5,0.059,84,0.53,17,0,0.48,47,93
624,Facebook,Conversions,0.021,1.02,1.78,0.091,275,0.67,2,9,0.61,7,110
625,Google,Traffic,0.044,1.56,2.45,0.115,351,0.56,15,9,0.38,17,158
626,Google,Awareness,0.012,1.05,2.7,0.105,77,0.53,15,9,0.28,11,73
627,Google,Awareness,0.015,0.57,1.86,0.04,256,0.87,3,8,0.25,34,107
628,Google,Awareness,0.04,1.73,1.25,0.068,464,0.9,7,1,0.35,41,189
629,Google,Awareness,0.041,1.09,0.74,0.076,91,0.88,18,8,0.71,24,104
630,TikTok,Conversions,0.032,0.8,2.7,0.101,225,0.59,9,8,0.41,17,107
631,TikTok,Awareness,0.018,0.87,1.9,0.099,239,0.64,3,4,0.93,9,113
632,TikTok,Traffic,0.016,0.64,1.78,0.023,200,0.73,11,1,0.92,25,126
633,TikTok,Awareness,0.047,0.69,1.92,0.103,264,0.77,1,3,0.33,40,108
634,TikTok,Traffic,0.041,2.34,0.81,0.068,472,0.92,16,4,0.94,14,224
635,Facebook,Awareness,0.021,1.92,0.81,0.074,380,0.94,15,5,0.27,31,180
636,Google,Awareness,0.042,1.7,0.51,0.035,121,0.54,3,7,0.31,41,59
637,Facebook,Conversions,0.037,1.24,2.95,0.031,53,0.92,19,0,0.26,39,96
638,Google,Traffic,0.034,2.06,1.3,0.11,472,0.77,13,7,0.7,41,204
639,TikTok,Traffic,0.022,0.99,2.91,0.085,295,0.93,17,7,0.46,38,161
640,Facebook,Traffic,0.017,1.71,2.17,0.119,489,0.79,11,3,0.67,12,208
641,TikTok,Conversions,0.025,1.18,2.63,0.066,102,0.91,18,9,0.64,37,106
642,Google,Traffic,0.016,2.81,0.82,0.065,221,0.65,7,1,0.68,41,115
643,Google,Traffic,0.031,2.71,2.03,0.086,482,0.75,0,9,0.22,39,162
644,Google,Awareness,0.02,2.09,2.45,0.031,225,0.61,3,6,0.7,5,101
645,TikTok,Conversions,0.043,0.63,0.7,0.072,459,0.85,10,3,0.21,19,189
646,TikTok,Traffic,0.031,1.96,2.21,0.08,459,0.57,7,3,0.32,24,175
647,TikTok,Traffic,0.026,1.64,1.17,0.104,116,0.93,5,1,0.66,49,87
648,Google,Traffic,0.037,2.34,1.27,0.021,142,0.79,19,9,0.59,6,116
649,Google,Conversions,0.02,0.92,2.17,0.107,103,0.91,4,5,0.5,25,73
650,TikTok,Conversions,0.016,2.13,0.68,0.074,183,0.94,11,3,0.94,20,126
651,Google,Traffic,0.023,2.68,1.8,0.07,318,0.84,19,0,0.3,43,174
652,Facebook,Conversions,0.04,1.53,2.27,0.038,349,0.61,19,1,0.68,45,183
653,Facebook,Awareness,0.047,0.84,1.17,0.103,332,0.89,15,4,0.61,20,172
654,TikTok,Conversions,0.011,2.76,1.64,0.081,490,0.51,13,9,0.95,5,204
655,TikTok,Traffic,0.039,0.96,1.94,0.05,338,0.86,18,3,0.75,49,184
656,TikTok,Awareness,0.043,2.12,0.97,0.043,266,0.55,16,2,0.52,31,144
657,Google,Traffic,0.042,1.41,1.92,0.035,227,0.9,11,8,0.42,33,123
658,Facebook,Traffic,0.048,2.9,1.68,0.095,316,0.93,0,5,0.33,29,124
659,Google,Awareness,0.043,0.8,1.28,0.067,211,0.56,16,1,0.33,39,125
660,Facebook,Awareness,0.025,2.33,2.92,0.031,321,0.6,4,7,0.31,9,123
661,Google,Awareness,0.019,1.85,0.97,0.114,452,0.87,11,3,0.52,29,196
662,TikTok,Awareness,0.018,1.98,0.71,0.057,286,0.6,1,1,0.3,33,111
663,Google,Traffic,0.045,2.17,1.22,0.107,154,0.94,16,4,0.83,48,126
664,Google,Traffic,0.019,1.71,2.85,0.042,262,0.67,5,3,0.2,28,112
665,Facebook,Awareness,0.047,2.38,1.88,0.045,261,0.77,11,5,0.85,44,140
666,Facebook,Traffic,0.034,2.56,1.2,0.1,79,0.87,7,1,0.44,34,75
667,Facebook,Traffic,0.049,0.56,2.8,0.029,161,0.52,16,3,0.26,29,106
668,Google,Awareness,0.015,2.04,2.7,0.035,108,0.72,14,3,0.45,16,95
669,Google,Conversions,0.017,1.11,2.23,0.105,357,0.76,17,3,0.48,27,179
670,TikTok,Awareness,0.025,2.31,1.05,0.068,377,0.89,8,9,0.29,40,156
671,TikTok,Traffic,0.03,2.52,0.66,0.075,321,0.72,1,0,0.42,44,128
672,Facebook,Awareness,0.026,1.79,0.83,0.068,395,0.76,19,5,0.31,5,190
673,TikTok,Awareness,0.042,2.5,2.23,0.105,291,0.78,7,9,0.73,20,133
674,TikTok,Conversions,0.037,1.76,0.93,0.029,186,0.94,17,5,0.24,9,126
675,TikTok,Conversions,0.036,1.35,1.33,0.104,351,0.89,5,9,0.51,8,145
676,Facebook,Traffic,0.03,0.59,1.65,0.028,163,0.56,2,9,0.55,18,72
677,Google,Traffic,0.022,1.08,1.87,0.048,131,0.52,9,5,0.57,42,83
678,TikTok,Conversions,0.047,1.84,1.31,0.062,321,0.74,18,0,0.65,18,176
679,Facebook,Traffic,0.011,1.83,2.92,0.049,465,0.89,15,2,0.37,14,209
680,Google,Awareness,0.027,2.56,2.18,0.065,462,0.58,15,0,0.53,26,204
681,TikTok,Traffic,0.011,0.98,2.4,0.062,118,0.88,1,9,0.75,45,70
682,Facebook,Awareness,0.016,1.68,0.61,0.036,171,0.83,1,9,0.48,33,79
683,Google,Conversions,0.04,1.32,1.51,0.073,466,0.53,5,4,0.71,31,178
684,TikTok,Traffic,0.035,2.53,2.69,0.082,456,0.71,9,4,0.9,39,194
685,Facebook,Awareness,0.042,2.1,1.9,0.082,191,0.65,18,4,0.22,8,122
686,TikTok,Conversions,0.042,1.24,0.6,0.065,467,0.54,10,8,0.92,26,191
687,Google,Traffic,0.024,0.81,2.55,0.076,415,0.93,19,0,0.74,27,214
688,Google,Awareness,0.021,2.31,1.97,0.086,249,0.88,14,6,0.31,6,136
689,TikTok,Conversions,0.035,1.6,2.94,0.022,277,0.68,9,9,0.5,44,127
690,TikTok,Awareness,0.038,2.28,0.69,0.078,230,0.59,13,7,0.56,32,123
691,Facebook,Traffic,0.011,2.92,1.68,0.104,231,0.63,9,0,0.82,27,127
692,Google,Conversions,0.012,1.37,0.77,0.077,170,0.93,2,3,0.78,21,96
693,Facebook,Traffic,0.034,2.14,1.08,0.039,159,0.66,10,5,0.81,48,103
694,TikTok,Awareness,0.026,0.9,2.79,0.118,263,0.6,18,4,0.82,23,154
695,Facebook,Awareness,0.045,1.93,0.51,0.111,499,0.69,13,8,0.88,41,212
696,Google,Traffic,0.019,2.66,2.16,0.099,369,0.77,16,6,0.47,8,177
697,Google,Traffic,0.023,0.74,1.01,0.077,389,0.83,10,4,0.32,19,169
698,Facebook,Conversions,0.038,1.37,0.96,0.062,112,0.86,3,0,0.56,34,78
699,Facebook,Conversions,0.028,2.24,1.97,0.12,179,0.58,12,1,0.72,22,114
700,Facebook,Conversions,0.046,0.83,2.43,0.04,489,0.63,15,4,0.92,6,217
701,TikTok,Conversions,0.031,2.46,0.8,0.078,159,0.86,2,4,0.33,8,81
702,TikTok,Awareness,0.033,2.24,1.62,0.117,264,0.77,6,9,0.71,13,122
703,TikTok,Conversions,0.023,2.24,2.01,0.063,486,0.81,10,0,0.23,10,199
704,Google,Traffic,0.016,1.36,1.05,0.048,472,0.87,14,1,0.52,45,212
705,Google,Conversions,0.017,1.52,0.92,0.032,57,0.93,9,7,0.48,34,70
706,Facebook,Conversions,0.046,0.81,1.79,0.086,106,0.76,5,6,0.79,13,76
707,Google,Awareness,0.023,1.72,0.61,0.087,367,0.51,2,2,0.31,28,134
708,Google,Conversions,0.031,2.47,1.42,0.064,85,0.91,8,4,0.51,5,79
709,TikTok,Awareness,0.021,1.17,2.73,0.041,499,0.62,7,4,0.25,23,186
710,Google,Conversions,0.036,1.01,1.6,0.077,294,0.58,19,7,0.29,46,151
711,TikTok,Awareness,0.05,0.9,2.36,0.028,427,0.73,1,8,0.69,23,158
712,TikTok,Traffic,0.012,0.84,0.65,0.111,480,0.9,3,7,0.79,47,187
713,Google,Conversions,0.044,1.03,2.03,0.105,438,0.71,6,1,0.71,14,180
714,Facebook,Traffic,0.019,2.13,1.89,0.091,88,0.67,8,7,0.48,5,69
715,Google,Awareness,0.031,2.72,0.77,0.067,258,0.89,8,3,0.36,48,128
716,Facebook,Traffic,0.033,0.98,0.6,0.041,388,0.65,18,8,0.92,15,191
717,Facebook,Awareness,0.011,2.47,2.48,0.063,492,0.73,3,8,0.83,48,185
718,Facebook,Conversions,0.044,2.06,2.6,0.081,413,0.94,7,4,0.32,49,172
719,TikTok,Traffic,0.027,1.87,1.9,0.02,170,0.64,1,3,0.68,26,83
720,TikTok,Awareness,0.036,1.64,2.07,0.106,402,0.5,8,7,0.47,25,158
721,Facebook,Conversions,0.026,0.61,1.02,0.092,349,0.92,1,2,0.92,31,151
722,Facebook,Traffic,0.042,1.61,1.77,0.051,189,0.91,2,0,0.83,18,105
723,TikTok,Awareness,0.029,2.57,1.88,0.035,351,0.74,0,2,0.75,17,140
724,Facebook,Traffic,0.038,1.17,1.82,0.043,284,0.76,17,5,0.85,23,162
725,Facebook,Conversions,0.048,0.73,1.76,0.051,334,0.67,13,8,0.58,13,156
726,TikTok,Conversions,0.012,1.99,0.52,0.036,132,0.66,10,6,0.35,34,85
727,Facebook,Awareness,0.021,1.89,2.53,0.072,368,0.92,9,2,0.39,19,166
728,Google,Traffic,0.03,1.49,2.61,0.069,105,0.84,18,4,0.73,49,112
729,Google,Awareness,0.023,1.16,2.67,0.051,367,0.72,17,8,0.67,40,179
730,Facebook,Conversions,0.029,2.44,0.72,0.035,174,0.87,14,8,0.65,28,118
731,Google,Conversions,0.026,0.76,2.73,0.02,329,0.8,0,1,0.6,29,133
732,Facebook,Awareness,0.038,1.87,0.81,0.087,236,0.66,19,9,0.77,45,144
733,TikTok,Awareness,0.022,2.79,0.81,0.022,241,0.95,17,7,0.27,40,141
734,TikTok,Traffic,0.016,0.77,2.81,0.036,434,0.95,15,0,0.51,26,206
735,Google,Awareness,0.045,1.55,2.38,0.097,198,0.87,19,9,0.85,31,141
736,Google,Awareness,0.016,0.51,0.95,0.107,220,0.68,15,3,0.23,21,125
737,TikTok,Awareness,0.049,1.89,2.97,0.1,106,0.6,2,1,0.57,35,65
738,Google,Traffic,0.035,2.26,2.13,0.027,418,0.67,13,8,0.57,35,181
739,TikTok,Awareness,0.039,0.78,1.4,0.108,434,0.7,17,3,0.29,35,196
740,Facebook,Traffic,0.019,1.38,2.24,0.101,449,0.68,10,1,0.57,36,190
741,Facebook,Awareness,0.026,1.36,2.74,0.064,428,0.92,11,1,0.85,49,199
742,Facebook,Conversions,0.015,1.87,1.07,0.043,263,0.69,1,1,0.34,7,107
743,Google,Traffic,0.013,2.11,1.65,0.034,104,0.77,0,3,0.63,5,63
744,TikTok,Conversions,0.015,1.7,2.36,0.071,453,0.55,14,8,0.75,32,194
745,Google,Awareness,0.041,2.36,1.32,0.039,65,0.53,5,0,0.69,18,61
746,Google,Traffic,0.045,1.63,0.95,0.039,328,0.57,18,7,0.74,9,168
747,Google,Traffic,0.035,1.19,2.01,0.065,476,0.61,2,6,0.32,46,166
748,TikTok,Conversions,0.011,2.99,1.58,0.116,262,0.62,10,5,0.85,32,134
749,Google,Awareness,0.012,1.54,2.1,0.075,315,0.93,15,5,0.53,6,165
750,Google,Traffic,0.03,1.38,2.2,0.086,413,0.77,13,3,0.46,6,185
751,Google,Awareness,0.015,0.94,1.18,0.115,409,0.8,14,8,0.9,31,191
752,Google,Conversions,0.043,0.61,2.24,0.022,420,0.63,19,4,0.61,27,200
753,TikTok,Conversions,0.049,1.15,1.5,0.034,128,0.84,11,5,0.61,9,98
754,TikTok,Awareness,0.04,1.01,2.97,0.104,497,0.8,3,5,0.76,49,190
755,Facebook,Traffic,0.031,2.57,1.18,0.087,478,0.81,2,4,0.22,31,173
756,Facebook,Conversions,0.022,0.83,0.85,0.068,185,0.87,14,1,0.91,24,133
757,Google,Conversions,0.013,1.81,1.45,0.104,147,0.88,5,9,0.83,7,90
758,Google,Traffic,0.026,1.21,2.88,0.03,194,0.66,4,3,0.89,40,102
759,Google,Awareness,0.013,0.68,2.67,0.041,270,0.83,11,6,0.71,15,141
760,Google,Traffic,0.013,2.34,1.0,0.045,346,0.67,8,2,0.27,49,147
761,TikTok,Awareness,0.023,2.99,1.85,0.02,318,0.79,2,0,0.68,36,137
762,Google,Conversions,0.049,1.63,0.68,0.021,131,0.69,19,9,0.76,45,113
763,Facebook,Conversions,0.028,2.71,0.83,0.108,94,0.65,7,2,0.31,17,69
764,TikTok,Awareness,0.043,0.69,1.87,0.038,437,0.72,4,2,0.48,9,170
765,Google,Awareness,0.043,1.81,1.94,0.084,439,0.58,11,3,0.27,10,179
766,Google,Conversions,0.028,2.03,1.19,0.087,474,0.56,10,0,0.82,41,200
767,Google,Traffic,0.029,1.37,1.77,0.058,86,0.63,15,8,0.9,36,92
768,Facebook,Awareness,0.027,1.54,1.61,0.035,73,0.83,18,4,0.32,8,94
769,Facebook,Conversions,0.031,1.12,2.28,0.033,415,0.63,9,9,0.95,8,175
770,TikTok,Awareness,0.022,0.75,2.77,0.084,362,0.94,5,8,0.71,6,155
771,Facebook,Conversions,0.026,0.5,2.12,0.033,269,0.68,10,3,0.38,47,130
772,TikTok,Conversions,0.012,0.85,1.18,0.05,256,0.66,7,7,0.38,14,114
773,Facebook,Awareness,0.039,1.99,2.99,0.028,140,0.74,18,5,0.87,37,121
774,Google,Conversions,0.041,1.36,2.2,0.083,231,0.53,1,0,0.45,11,96
775,Facebook,Awareness,0.038,2.52,1.61,0.103,209,0.92,1,8,0.88,20,102
776,TikTok,Awareness,0.022,2.82,1.54,0.063,498,0.63,16,0,0.67,46,221
777,Facebook,Awareness,0.044,2.06,2.22,0.04,154,0.84,4,4,0.63,38,89
778,TikTok,Conversions,0.024,2.82,0.79,0.05,358,0.78,18,6,0.82,18,186
779,Facebook,Conversions,0.023,1.55,1.65,0.071,62,0.56,18,5,0.93,32,94
780,Facebook,Awareness,0.025,2.75,2.51,0.021,239,0.92,9,1,0.29,26,126
781,TikTok,Awareness,0.022,1.24,1.49,0.096,141,0.62,0,7,0.42,5,62
782,Facebook,Traffic,0.03,1.43,1.35,0.067,347,0.53,0,2,0.92,30,136
783,Facebook,Conversions,0.034,0.71,2.88,0.057,87,0.62,15,0,0.44,49,91
784,TikTok,Awareness,0.046,1.43,0.9,0.063,82,0.73,18,0,0.7,26,105
785,Facebook,Awareness,0.018,1.67,1.32,0.056,129,0.87,19,5,0.57,30,118
786,TikTok,Traffic,0.05,1.53,0.68,0.081,327,0.5,7,8,0.81,37,138
787,Google,Conversions,0.016,2.17,1.32,0.09,238,0.52,16,5,0.35,40,129
788,Facebook,Awareness,0.033,2.28,1.46,0.098,271,0.94,0,2,0.44,22,116
789,TikTok,Conversions,0.041,1.36,2.82,0.078,375,0.56,12,7,0.45,11,161
790,Google,Conversions,0.036,1.84,1.15,0.106,239,0.72,11,7,0.63,7,126
791,Google,Awareness,0.031,1.83,0.53,0.035,492,0.78,17,7,0.94,31,225
792,TikTok,Traffic,0.03,0.91,1.4,0.068,58,0.65,19,4,0.5,23,90
793,Google,Traffic,0.028,2.2,1.48,0.044,82,0.53,2,0,0.87,43,62
794,Facebook,Traffic,0.03,1.07,0.92,0.05,399,0.69,4,6,0.91,22,162
795,Google,Conversions,0.046,1.3,1.75,0.045,112,0.84,9,2,0.75,49,94
796,Google,Traffic,0.029,1.87,1.16,0.119,141,0.91,17,7,0.3,26,111
797,TikTok,Awareness,0.013,2.57,0.83,0.031,442,0.62,2,4,0.95,14,171
798,TikTok,Conversions,0.012,0.58,2.32,0.102,298,0.67,5,0,0.35,29,129
799,Google,Traffic,0.016,1.16,2.92,0.076,240,0.78,5,2,0.9,23,123
800,TikTok,Awareness,0.026,2.75,0.53,0.043,274,0.92,15,6,0.21,10,145
801,Facebook,Conversions,0.029,2.23,1.51,0.114,315,0.78,6,3,0.43,18,138
802,TikTok,Traffic,0.036,0.88,1.99,0.048,79,0.85,9,8,0.56,29,74
803,Google,Awareness,0.035,1.04,1.94,0.116,252,0.72,14,8,0.4,40,132
804,Google,Traffic,0.018,1.87,0.96,0.112,325,0.58,4,1,0.66,8,137
805,Facebook,Awareness,0.012,1.74,0.7,0.069,428,0.54,16,4,0.36,44,187
806,TikTok,Traffic,0.017,0.78,0.97,0.098,409,0.66,3,4,0.32,36,152
807,Facebook,Conversions,0.046,1.17,1.91,0.087,370,0.76,5,0,0.51,10,156
808,TikTok,Traffic,0.021,0.56,1.63,0.104,424,0.77,2,3,0.9,30,170
809,Google,Traffic,0.05,1.71,2.31,0.07,207,0.54,13,0,0.5,21,120
810,Facebook,Conversions,0.027,0.51,2.64,0.063,232,0.85,7,3,0.83,49,126
811,Facebook,Conversions,0.036,2.53,1.52,0.09,276,0.78,5,0,0.39,49,126
812,Facebook,Conversions,0.029,1.29,2.98,0.058,136,0.91,9,1,0.48,23,99
813,Google,Traffic,0.045,2.08,1.48,0.118,247,0.91,6,1,0.77,25,130
814,Facebook,Traffic,0.048,2.51,2.16,0.101,119,0.51,8,0,0.92,41,89
815,TikTok,Conversions,0.014,2.8,2.14,0.106,241,0.84,0,7,0.56,29,101
816,Facebook,Conversions,0.026,1.78,1.92,0.069,204,0.7,8,9,0.86,39,110
817,TikTok,Traffic,0.02,2.06,2.96,0.102,273,0.87,13,0,0.76,39,155
818,Facebook,Awareness,0.027,2.01,1.71,0.1,490,0.87,2,2,0.2,23,180
819,Facebook,Awareness,0.023,1.14,0.52,0.1,294,0.53,12,4,0.87,47,147
820,Google,Conversions,0.03,0.6,1.62,0.024,415,0.9,7,3,0.74,31,180
821,Google,Traffic,0.016,2.82,2.5,0.098,206,0.69,18,2,0.52,44,135
822,Google,Traffic,0.018,2.5,2.84,0.077,470,0.84,11,8,0.52,9,196
823,TikTok,Awareness,0.017,2.87,2.19,0.113,83,0.57,16,7,0.63,18,87
824,Facebook,Awareness,0.022,2.31,1.06,0.102,158,0.59,7,3,0.52,14,90
825,TikTok,Awareness,0.035,1.7,1.35,0.025,192,0.54,7,3,0.72,44,102
826,Facebook,Awareness,0.014,0.97,1.19,0.104,390,0.64,8,0,0.86,48,173
827,TikTok,Traffic,0.046,1.35,1.4,0.052,411,0.58,19,9,0.96,49,198
828,Facebook,Conversions,0.043,1.89,1.27,0.048,331,0.82,19,1,0.71,15,184
829,Google,Awareness,0.025,1.0,1.81,0.049,351,0.86,17,1,0.65,43,185
830,Google,Traffic,0.032,1.31,1.32,0.053,234,0.85,12,6,0.73,17,134
831,TikTok,Awareness,0.017,1.56,2.17,0.057,405,0.68,10,1,0.51,20,176
832,TikTok,Conversions,0.032,2.91,1.95,0.06,50,0.6,10,3,0.26,17,60
833,TikTok,Awareness,0.043,1.48,3.0,0.063,406,0.51,6,9,0.95,32,162
834,Google,Traffic,0.015,1.66,1.44,0.023,150,0.51,5,8,0.29,33,70
835,TikTok,Awareness,0.017,0.99,0.74,0.09,59,0.74,15,0,0.89,10,95
836,Facebook,Awareness,0.029,0.55,2.11,0.109,465,0.63,1,8,0.92,40,171
837,Facebook,Traffic,0.039,2.95,0.83,0.041,154,0.86,16,9,0.68,29,116
838,Facebook,Conversions,0.038,2.46,1.86,0.092,332,0.59,9,3,0.59,40,148
839,TikTok,Awareness,0.047,1.28,2.15,0.064,132,0.67,3,3,0.7,27,78
840,TikTok,Awareness,0.016,2.97,1.38,0.038,486,0.64,2,0,0.7,21,183
841,TikTok,Conversions,0.021,1.47,1.15,0.089,127,0.83,19,8,0.68,24,116
842,Google,Awareness,0.048,1.31,2.17,0.086,405,0.72,5,2,0.47,22,163
843,Facebook,Awareness,0.036,2.6,1.38,0.116,305,0.68,13,0,0.94,20,163
844,TikTok,Traffic,0.038,1.56,2.3,0.037,327,0.87,15,9,0.32,10,159
845,Facebook,Traffic,0.04,2.73,1.25,0.109,91,0.59,6,1,0.97,8,78
846,TikTok,Conversions,0.045,2.86,1.83,0.092,191,0.7,13,2,0.53,27,119
847,Facebook,Conversions,0.012,1.54,1.61,0.057,118,0.86,11,6,0.74,6,97
848,TikTok,Traffic,0.033,0.94,1.77,0.049,394,0.69,6,6,0.67,41,161
849,Facebook,Awareness,0.048,2.72,0.63,0.045,444,0.83,6,6,0.46,23,176
850,Google,Awareness,0.037,0.81,0.6,0.069,125,0.66,19,0,0.75,43,119
851,Google,Awareness,0.04,1.82,1.08,0.088,152,0.77,4,4,0.48,40,84
852,Facebook,Conversions,0.039,1.08,1.3,0.065,402,0.81,12,8,0.65,27,179
853,TikTok,Traffic,0.032,2.78,2.77,0.047,253,0.61,5,3,0.3,27,109
854,Google,Conversions,0.041,2.42,2.86,0.06,380,0.5,13,9,0.77,19,167
855,TikTok,Awareness,0.04,1.74,2.84,0.036,418,0.52,0,0,0.23,33,145
856,Google,Traffic,0.033,2.61,1.44,0.074,227,0.95,1,3,0.87,38,113
857,Facebook,Awareness,0.016,1.02,0.81,0.092,429,0.6,17,9,0.73,10,194
858,TikTok,Conversions,0.016,2.18,2.67,0.045,138,0.67,16,0,0.25,28,106
859,Google,Awareness,0.018,2.61,2.53,0.054,112,0.94,3,9,0.43,12,68
860,TikTok,Traffic,0.037,0.68,1.67,0.052,304,0.92,0,7,0.73,28,126
861,Google,Awareness,0.041,1.72,1.76,0.093,83,0.8,17,6,0.37,31,92
862,Facebook,Traffic,0.014,2.16,2.35,0.023,387,0.83,11,9,0.4,41,167
863,Google,Awareness,0.027,1.86,1.64,0.109,143,0.92,13,3,0.32,9,106
864,Facebook,Conversions,0.019,0.84,1.69,0.096,54,0.94,6,9,0.71,40,64
865,Facebook,Awareness,0.026,2.86,0.93,0.032,289,0.52,11,5,0.29,22,130
866,Facebook,Traffic,0.026,1.81,2.94,0.087,480,0.77,10,0,0.31,5,198
867,TikTok,Conversions,0.028,2.03,2.97,0.082,230,0.91,0,7,0.81,36,105
868,Google,Traffic,0.043,2.9,1.2,0.096,240,0.63,11,5,0.87,8,130
869,Google,Traffic,0.044,2.0,1.48,0.102,80,0.8,1,3,0.4,14,55
870,TikTok,Conversions,0.028,0.73,2.52,0.06,216,0.55,7,4,0.42,43,103
871,TikTok,Awareness,0.049,2.26,1.86,0.114,286,0.66,3,4,0.35,18,116
872,Facebook,Traffic,0.025,2.89,0.88,0.039,175,0.91,19,1,0.35,40,133
873,Google,Conversions,0.042,1.02,2.72,0.085,175,0.52,17,8,0.62,26,115
874,Facebook,Conversions,0.035,2.16,0.53,0.023,412,0.56,9,5,0.67,29,171
875,Facebook,Awareness,0.04,2.37,2.01,0.032,91,0.52,10,9,0.64,41,71
876,Google,Awareness,0.029,2.07,2.06,0.084,100,0.59,7,0,0.81,9,81
877,Google,Conversions,0.025,0.65,1.56,0.109,401,0.95,0,4,0.8,12,160
878,Google,Traffic,0.038,2.47,1.53,0.098,353,0.78,14,4,0.77,39,175
879,Facebook,Awareness,0.023,0.73,1.16,0.027,77,0.9,18,6,0.34,47,95
880,Google,Conversions,0.012,0.52,1.57,0.043,448,0.54,2,9,0.85,10,163
881,Google,Awareness,0.031,1.91,2.58,0.111,391,0.55,18,0,0.73,12,193
882,Facebook,Traffic,0.045,2.39,1.22,0.056,125,0.89,8,5,0.73,24,93
883,Facebook,Awareness,0.022,1.61,2.76,0.103,413,0.93,2,8,0.46,48,157
884,Google,Traffic,0.022,2.79,1.21,0.057,198,0.89,11,9,0.37,42,112
885,Facebook,Conversions,0.045,0.85,2.35,0.103,189,0.9,7,9,0.78,7,107
886,Facebook,Awareness,0.028,1.92,1.78,0.056,164,0.87,1,5,0.6,7,84
887,TikTok,Traffic,0.017,1.29,0.67,0.022,492,0.52,6,6,0.48,11,181
888,TikTok,Awareness,0.029,0.57,1.12,0.08,202,0.72,15,0,0.74,24,134
889,Google,Conversions,0.026,1.32,1.1,0.084,437,0.85,19,5,0.42,23,207
890,Google,Traffic,0.02,1.64,0.94,0.111,428,0.72,11,9,0.22,30,172
891,Facebook,Traffic,0.046,2.85,2.12,0.04,153,0.52,13,0,0.76,38,109
892,Google,Conversions,0.046,2.19,2.11,0.036,228,0.68,19,1,0.41,25,143
893,TikTok,Conversions,0.02,2.28,1.16,0.028,309,0.54,14,3,0.84,13,157
894,Google,Awareness,0.046,2.44,0.9,0.07,108,0.83,11,4,0.44,10,89
895,Google,Traffic,0.036,0.89,1.51,0.053,99,0.85,10,9,0.89,18,89
896,TikTok,Conversions,0.036,1.53,2.0,0.062,89,0.61,17,9,0.5,18,88
897,Google,Awareness,0.023,1.48,0.74,0.07,138,0.67,7,5,0.67,20,87
898,Facebook,Awareness,0.023,1.34,0.57,0.053,173,0.8,18,8,0.96,19,132
899,Google,Traffic,0.029,1.64,2.92,0.041,255,0.73,3,9,0.82,18,113
900,TikTok,Conversions,0.037,1.22,1.76,0.081,422,0.84,18,1,0.89,37,213
901,Facebook,Traffic,0.018,1.61,2.92,0.08,305,0.8,16,2,0.78,5,169
902,Google,Traffic,0.022,2.3,1.91,0.062,300,0.7,6,1,0.77,32,140
903,TikTok,Awareness,0.02,1.4,1.87,0.12,367,0.91,16,6,0.83,45,188
904,Facebook,Conversions,0.039,1.28,1.45,0.031,181,0.62,14,3,0.91,42,123
905,TikTok,Traffic,0.021,1.3,0.76,0.102,447,0.5,11,7,0.3,24,175
906,Facebook,Traffic,0.048,2.41,2.14,0.054,247,0.62,18,9,0.3,47,134
907,TikTok,Awareness,0.02,1.71,2.85,0.116,406,0.63,13,5,0.74,44,183
908,TikTok,Conversions,0.043,0.94,2.13,0.075,417,0.6,18,1,0.35,19,194
909,Facebook,Traffic,0.042,1.96,2.46,0.029,352,0.57,4,7,0.75,30,140
910,Google,Awareness,0.046,2.51,1.09,0.057,277,0.69,3,9,0.72,49,116
911,Facebook,Traffic,0.034,1.99,2.57,0.101,459,0.8,2,6,0.23,38,165
912,Facebook,Awareness,0.044,1.51,2.94,0.092,379,0.85,12,1,0.76,18,183
913,Facebook,Awareness,0.021,2.32,2.03,0.057,312,0.71,9,4,0.49,46,143
914,Facebook,Traffic,0.024,2.61,1.17,0.024,124,0.57,5,3,0.89,17,81
915,Facebook,Traffic,0.048,2.25,2.58,0.031,94,0.88,12,9,0.37,42,83
916,Google,Awareness,0.016,2.09,1.26,0.048,366,0.67,1,5,0.66,9,140
